Date, Close/Last, Volume, Open, High, Low
02/16/2017, $142.01, 2843942, $142.42, $142.44, $141.07
02/15/2017, $142.27, 5289876, $140.72, $142.43, $140.51
02/14/2017, $140.82, 8364146, $143.2, $144.11, $140.05
02/13/2017, $143.2, 4787338, $145.19, $145.95, $143.05
02/10/2017, $144.82, 5529672, $144.68, $145.2992, $143.97
02/09/2017, $144.14, 4549760, $144.98, $145.09, $143.58
02/08/2017, $144.74, 6880937, $143.57, $145.07, $142.56
02/07/2017, $144, 8533846, $141.49, $144.28, $141.05
02/06/2017, $140.97, 3543204, $140, $141, $139.16
02/03/2017, $140.25, 3509764, $139.51, $140.64, $139.1
02/02/2017, $139.2, 3457803, $140.61, $141.04, $139.05
02/01/2017, $140.78, 6019300, $141.2, $142.41, $139.3
01/31/2017, $140.71, 4404557, $140.55, $141.83, $139.7
01/30/2017, $141.22, 8115884, $141.77, $141.967, $138.8
01/27/2017, $142.45, 8306935, $139.46, $142.49, $139
01/26/2017, $138.96, 6034554, $140.45, $141.21, $138.51
01/25/2017, $139.52, 7607549, $140.8, $141.39, $139.05
01/24/2017, $140.11, 7746640, $138.11, $140.93, $137.03
01/23/2017, $137.39, 7428755, $138.65, $139.49, $137.31
01/20/2017, $138.6, 9474655, $139.36, $140.79, $137.66
01/19/2017, $138.41, 23181860, $142.01, $143.46, $138.25
01/18/2017, $133.26, 15748300, $133.21, $133.65, $131.06
01/17/2017, $132.89, 12193530, $135.04, $135.4, $132.09
01/13/2017, $133.7, 10493120, $131.15, $133.93, $130.58
01/12/2017, $129.18, 5383839, $130.63, $130.85, $128.5
01/11/2017, $130.5, 5610963, $130.91, $131.5, $129.2475
01/10/2017, $129.89, 5982469, $131.27, $132.22, $129.29
01/09/2017, $130.95, 5767217, $131.48, $131.99, $129.89
01/06/2017, $131.07, 10651930, $132.08, $133.88, $129.81
01/05/2017, $131.81, 9653379, $129.22, $132.75, $128.9
01/04/2017, $129.41, 7833340, $127.49, $130.17, $126.55
01/03/2017, $127.49, 9427706, $124.96, $128.19, $124.31
12/30/2016, $123.8, 4452771, $126.24, $126.57, $123.6
12/29/2016, $125.33, 3444066, $125.95, $126.14, $124.2
12/28/2016, $125.89, 4368523, $129.07, $129.07, $125.76
12/27/2016, $128.35, 5280624, $126.24, $129.05, $125.7
12/23/2016, $125.59, 2010121, $125.61, $126.28, $125.08
12/22/2016, $125.58, 4160767, $126.84, $127.5, $125.18
12/21/2016, $126.5, 6499033, $125.53, $127.7372, $125
12/20/2016, $125.12, 3933171, $125.46, $126.3, $124.64
12/19/2016, $125.45, 4863748, $124.3, $126.44, $122.87
12/16/2016, $124.22, 7864162, $126.39, $126.68, $124.01
12/15/2016, $125, 7374166, $123.44, $127.43, $122.95
12/14/2016, $123.44, 6105620, $123.43, $124.4, $122.5
12/13/2016, $123.78, 5528230, $123.51, $125.09, $122.7809
12/12/2016, $122.83, 3911511, $122.84, $124.03, $122.3
12/09/2016, $122.88, 4697522, $123.78, $124.3, $121.73
12/08/2016, $123.24, 8985030, $125.4, $126.35, $122.16
12/07/2016, $125.39, 8188570, $124.48, $125.75, $123.25
12/06/2016, $124.57, 11498380, $120.1, $124.79, $119.42
12/05/2016, $119.16, 7620560, $120.73, $120.75, $118.4
12/02/2016, $120.81, 8937134, $116.75, $120.98, $116.75
12/01/2016, $117.22, 8632991, $117.52, $118.68, $113.95
11/30/2016, $117, 7692293, $119, $120.37, $116.3913
11/29/2016, $117.51, 7081312, $117.3, $119.18, $117.1316
11/28/2016, $116.93, 5267321, $117.05, $117.62, $115.71
11/25/2016, $117.41, 1616260, $117.64, $118.39, $117.18
11/23/2016, $117.69, 4518610, $117.76, $118.89, $117.31
11/22/2016, $118.04, 7005927, $118.32, $119.46, $116.98
11/21/2016, $117.96, 7054753, $116.2, $118.72, $116.19
11/18/2016, $115.21, 6742471, $115.73, $116.42, $113.51
11/17/2016, $115.03, 6227332, $115.13, $116.81, $113.56
11/16/2016, $115.19, 5928187, $112.96, $116.12, $111.81
11/15/2016, $113.59, 7435934, $114.55, $116.41, $113.091
11/14/2016, $113.38, 9928472, $114.75, $115.9, $110.68
11/11/2016, $114.78, 11076290, $114.9, $116.63, $113.11
11/10/2016, $115.42, 19693320, $122.76, $122.97, $113.7
11/09/2016, $122.19, 7704905, $121.84, $123.65, $120.8611
11/08/2016, $124.34, 4674424, $124.12, $125.81, $123.22
11/07/2016, $124.58, 5822973, $124.26, $125.75, $123.37
11/04/2016, $122.03, 4826146, $122, $123.43, $121.62
11/03/2016, $122.14, 5039867, $122.31, $123.72, $121.84
11/02/2016, $122.34, 4781816, $122.83, $124.07, $121.83
11/01/2016, $123.3, 6967960, $124.98, $125.83, $121.8
10/31/2016, $124.87, 6505484, $126.85, $126.9, $124.4
10/28/2016, $126.57, 7063892, $126.08, $128.93, $126.0118
10/27/2016, $126.47, 6899885, $127.43, $128.18, $125.93
10/26/2016, $126.97, 8597271, $126.29, $128.72, $125.75
10/25/2016, $126.51, 8229210, $126.52, $128.06, $125.75
10/24/2016, $127.33, 15962960, $127.42, $129.29, $126.15
10/21/2016, $127.5, 18811190, $122.5, $127.85, $122.31
10/20/2016, $123.35, 14477630, $121.97, $123.75, $121.06
10/19/2016, $121.87, 21930460, $118.25, $122.45, $118
10/18/2016, $118.79, 42116450, $116.63, $119.82, $116.5
10/17/2016, $99.8, 25575340, $100.5, $100.73, $98.38
10/14/2016, $101.47, 9517720, $101.59, $102.099, $100.35
10/13/2016, $100.23, 8315956, $98.01, $100.5, $97.63
10/12/2016, $99.5, 7406627, $100.88, $102.47, $99.22
10/11/2016, $100.59, 9027645, $102.31, $102.9, $99.86
10/10/2016, $103.33, 6695571, $103.18, $104.53, $102.76
10/07/2016, $104.82, 8657947, $103.98, $106.5, $103.5501
10/06/2016, $105.07, 6585271, $104.97, $105.47, $103.88
10/05/2016, $106.28, 12917110, $103.5, $106.97, $103.4301
10/04/2016, $102.34, 12126550, $103.19, $104.44, $101.86
10/03/2016, $102.63, 15329730, $98, $103.39, $98
09/30/2016, $98.55, 9804739, $96.9, $99.53, $96.79
09/29/2016, $96.67, 6214034, $97.31, $98.31, $96.6
09/28/2016, $97.48, 7233581, $97.1, $97.59, $96.02
09/27/2016, $97.07, 9670587, $95.04, $97.64, $95
09/26/2016, $94.56, 6737852, $95.38, $95.38, $94.04
09/23/2016, $95.94, 6174848, $95.75, $96.97, $95.43
09/22/2016, $95.83, 11208200, $95.54, $95.88, $94.23
09/21/2016, $94.88, 20023370, $96.9, $97.1, $93.26
09/20/2016, $98.25, 4734659, $98.78, $99.16, $97.66
09/19/2016, $98.06, 8612097, $99.9, $100.35, $97.82
09/16/2016, $99.48, 9436803, $97.1, $99.49, $97.04
09/15/2016, $97.34, 5294899, $97.23, $97.97, $96.53
09/14/2016, $97.01, 8527841, $97.35, $98.35, $96.96
09/13/2016, $96.09, 11777170, $97.17, $98, $95.33
09/12/2016, $99.05, 7707924, $95.91, $99.29, $95.71
09/09/2016, $96.5, 7355482, $99.06, $99.39, $96.5
09/08/2016, $99.66, 5199596, $99.23, $100.05, $98.82
09/07/2016, $99.15, 6463245, $100.11, $100.19, $98.42
09/06/2016, $100.09, 9026070, $97.76, $100.32, $97.649
09/02/2016, $97.38, 4244858, $97.9, $98.18, $97.01
09/01/2016, $97.38, 4146339, $97.81, $97.98, $96.916
08/31/2016, $97.45, 4687089, $97.48, $97.88, $96.76
08/30/2016, $97.45, 6086065, $97.84, $98.85, $97.14
08/29/2016, $97.3, 8001138, $96.97, $98.4497, $96.57
08/26/2016, $97.58, 6609793, $97.33, $97.95, $96.57
08/25/2016, $97.32, 10801210, $96.38, $98.245, $96.04
08/24/2016, $95.18, 6258129, $96.13, $96.36, $94.91
08/23/2016, $95.94, 5236739, $95.68, $96.59, $95.48
08/22/2016, $95.26, 5824860, $95.67, $96.13, $94.95
08/19/2016, $95.87, 6940723, $96.05, $96.78, $95.51
08/18/2016, $96.16, 7251903, $95.98, $97.2168, $95.17
08/17/2016, $96.37, 8268266, $94.94, $96.93, $94.85
08/16/2016, $95.12, 6259096, $95.19, $95.61, $94.4
08/15/2016, $95.31, 7301004, $96.83, $96.91, $95.24
08/12/2016, $96.59, 6588515, $95.53, $96.83, $95.08
08/11/2016, $95.89, 8540386, $94.6, $96.33, $94.37
08/10/2016, $93.93, 6487433, $94.4, $94.75, $92.95
08/09/2016, $93.99, 9171694, $95.12, $95.81, $93.48
08/08/2016, $95.11, 10128340, $95.91, $95.93, $94
08/05/2016, $97.03, 18338910, $93.77, $97.74, $93.56
08/04/2016, $93.44, 6040820, $93.2, $93.7319, $91.82
08/03/2016, $93.1, 7028459, $93.28, $94.67, $92.55
08/02/2016, $93.56, 9815363, $94, $94.08, $92.18
08/01/2016, $94.37, 10656290, $91.23, $94.67, $90.5
07/29/2016, $91.25, 6949311, $91.19, $91.749, $90.59
07/28/2016, $91.65, 6214650, $91.92, $92.21, $90.68
07/27/2016, $92.04, 8705230, $91.5, $92.06, $90.1
07/26/2016, $91.41, 19556580, $91.03, $93.1, $90.9
07/25/2016, $87.66, 14122030, $85.73, $87.87, $85.01
07/22/2016, $85.89, 11354940, $86.48, $86.5, $85.11
07/21/2016, $85.99, 16065660, $88.3, $88.38, $85.21
07/20/2016, $87.91, 23484270, $86.67, $88.49, $85.82
07/19/2016, $85.84, 55584670, $85.43, $86.75, $84.5
07/18/2016, $98.81, 26466720, $98.43, $99.84, $97.24
07/15/2016, $98.39, 9004435, $98.52, $98.7, $97.41
07/14/2016, $98.02, 9868138, $97, $98.27, $96.8
07/13/2016, $96.43, 8763798, $96.26, $96.72, $94.8
07/12/2016, $95.97, 11593940, $95.07, $96.72, $94.09
07/11/2016, $94.67, 13250550, $96.19, $96.869, $94.3
07/08/2016, $97.06, 8330158, $96, $97.41, $95.3
07/07/2016, $95.1, 9906283, $94.7, $95.38, $93.18
07/06/2016, $94.6, 16278580, $95.03, $96, $93.55
07/05/2016, $97.91, 25856050, $95.2, $101.27, $93.31
07/01/2016, $96.67, 16157650, $95, $97, $94.8
06/30/2016, $91.48, 9015191, $90.91, $91.7201, $89.9
06/29/2016, $91.06, 11673630, $89.67, $91.97, $88.7
06/28/2016, $87.97, 11529090, $87.41, $88.88, $86.41
06/27/2016, $85.33, 13760580, $87.88, $88, $84.81
06/24/2016, $88.44, 11231980, $87.53, $90.49, $87.21
06/23/2016, $91.66, 10771380, $90.62, $91.68, $88.15
06/22/2016, $90.01, 9435408, $90.78, $91.98, $89.77
06/21/2016, $90.99, 15172340, $93.87, $93.88, $90.77
06/20/2016, $93.8, 9018143, $95.22, $95.88, $93.65
06/17/2016, $94.45, 8044177, $95.75, $95.77, $94.2
06/16/2016, $95.44, 7540702, $94.18, $95.56, $93.2474
06/15/2016, $94.29, 7673271, $94.61, $95.46, $93.5
06/14/2016, $94.12, 9462854, $94.16, $95.8, $93.27
06/13/2016, $93.85, 13475030, $95.02, $97.2, $93.62
06/10/2016, $93.75, 12895820, $94.88, $95.35, $93.28
06/09/2016, $97.09, 8922203, $97.22, $98.433, $96.664
06/08/2016, $97.86, 9411635, $100.02, $100.28, $97.6
06/07/2016, $99.89, 6465575, $101.2, $101.63, $99.77
06/06/2016, $100.74, 6824314, $100.29, $101.0712, $99.72
06/03/2016, $99.59, 9208587, $100.99, $101, $98.53
06/02/2016, $101.25, 7984791, $101.39, $102.15, $100.77
06/01/2016, $101.51, 8387248, $101.5, $101.92, $100.16
05/31/2016, $102.57, 8716674, $102.95, $103.45, $102.13
05/27/2016, $103.3, 9082200, $102.44, $103.5, $101.44
05/26/2016, $102.81, 17810040, $103.21, $104, $101.38
05/25/2016, $100.2, 15153600, $99, $100.31, $98.3
05/24/2016, $97.89, 21230620, $95.98, $99.14, $95.75
05/23/2016, $94.89, 13975830, $92.98, $95.2924, $92.85
05/20/2016, $92.49, 15035800, $90.08, $93.28, $89.98
05/19/2016, $89.55, 11446870, $90.16, $91.27, $88.3
05/18/2016, $90.5, 13893610, $88.25, $91.72, $88.25
05/17/2016, $88.63, 11564310, $89, $90.87, $88.172
05/16/2016, $89.12, 11241770, $87.56, $90, $86.15
05/13/2016, $87.88, 11561810, $87.39, $88.59, $86.26
05/12/2016, $87.74, 20377210, $90.32, $90.41, $85.74
05/11/2016, $90.02, 11681150, $92.4, $92.59, $89.9
05/10/2016, $92.89, 11172090, $91.14, $93.25, $91.09
05/09/2016, $90.54, 9535874, $90.73, $91.828, $89.9
05/06/2016, $90.84, 10431350, $88.83, $90.88, $88.11
05/05/2016, $89.37, 10360730, $90.91, $92.0775, $89.25
05/04/2016, $90.79, 7378055, $91, $92.16, $90.35
05/03/2016, $91.54, 10585600, $92.08, $93.25, $91.3
05/02/2016, $93.11, 12532080, $90.41, $93.22, $89.8901
04/29/2016, $90.03, 13965730, $90.5, $90.56, $88.21
04/28/2016, $90.28, 11457450, $91.5, $92.67, $90.09
04/27/2016, $91.04, 12204780, $92.18, $92.5, $90.21
04/26/2016, $92.43, 15272700, $93.5, $93.55, $91.25
04/25/2016, $93.56, 14972770, $95.7, $95.7461, $92.8
04/22/2016, $95.9, 15800310, $94.847, $96.69, $94.21
04/21/2016, $94.98, 19897510, $97.31, $97.38, $94.78
04/20/2016, $96.77, 25643260, $94.34, $96.98, $93.14
04/19/2016, $94.34, 55668150, $99.49, $101.37, $94.2
04/18/2016, $108.4, 30667210, $109.9, $110.7, $106.02
04/15/2016, $111.51, 11731280, $110.64, $111.85, $109.7803
04/14/2016, $110.42, 9546279, $110.01, $111.64, $109.15
04/13/2016, $109.65, 16691020, $108, $111.28, $107.88
04/12/2016, $106.98, 12406400, $103.15, $107.22, $102.21
04/11/2016, $102.68, 7441959, $104.04, $104.98, $102.62
04/08/2016, $103.81, 7842263, $105.12, $105.326, $102.82
04/07/2016, $104.45, 10767280, $104.31, $106.435, $103.6
04/06/2016, $104.83, 9596782, $105.3, $106.44, $104.25
04/05/2016, $104.94, 10041100, $103.47, $105.75, $103.25
04/04/2016, $104.35, 10928410, $105.9, $105.92, $103.2
04/01/2016, $105.7, 14171930, $102.93, $105.79, $102.47
03/31/2016, $102.23, 9745408, $102.43, $103.53, $101.05
03/30/2016, $102.19, 14698280, $104.65, $104.91, $101.4805
03/29/2016, $104.13, 15997190, $101.08, $104.33, $101
03/28/2016, $101.21, 12416690, $98.34, $101.44, $97.82
03/24/2016, $98.36, 10660920, $98.64, $98.85, $97.07
03/23/2016, $99.59, 8306821, $99.75, $100.39, $98.81
03/22/2016, $99.84, 9045694, $100.48, $101.52, $99.2
03/21/2016, $101.06, 9570501, $101.15, $102.1, $99.5
03/18/2016, $101.12, 15445740, $100.5, $102.41, $100.01
03/17/2016, $99.72, 13800360, $99.05, $101.39, $99
03/16/2016, $99.35, 12613550, $97.53, $99.73, $97.5
03/15/2016, $97.86, 9681365, $97.87, $98.51, $96.43
03/14/2016, $98.13, 11234780, $97.2, $99.42, $97.17
03/11/2016, $97.66, 15103650, $99.51, $99.6, $96.05
03/10/2016, $97.36, 16986580, $98.18, $99.74, $95.45
03/09/2016, $98, 12281550, $96.82, $98.37, $95
03/08/2016, $96.23, 14773970, $95, $98.28, $94.5
03/07/2016, $95.49, 23875100, $101, $101.79, $95.25
03/04/2016, $101.58, 23404360, $98.76, $102.22, $98.32
03/03/2016, $97.93, 15308950, $97.83, $98.35, $95.39
03/02/2016, $97.61, 19094740, $98.01, $99.48, $95.9
03/01/2016, $98.3, 17011470, $94.58, $99.16, $93.61
02/29/2016, $93.41, 13649060, $94.81, $97.2, $93.34
02/26/2016, $94.79, 16951480, $95.3, $97.48, $94.25
02/25/2016, $94.53, 17878630, $91.08, $94.81, $90.21
02/24/2016, $91.61, 15951460, $88.5, $91.76, $86.7
02/23/2016, $89.12, 12731470, $91.4, $92.49, $89.05
02/22/2016, $91.93, 16307790, $90.75, $93.11, $88.3
02/19/2016, $89.23, 14249750, $89.98, $91.4, $88.03
02/18/2016, $90.49, 17679020, $94.8, $94.9, $90.31
02/17/2016, $94.76, 18282820, $90.13, $94.77, $89.64
02/16/2016, $89.05, 16347780, $89, $90.14, $87.54
02/12/2016, $87.4, 19062710, $86.64, $89.72, $85.26
02/11/2016, $86.35, 21791550, $87.42, $88.39, $82.911
02/10/2016, $88.45, 23124460, $89, $92.21, $87.42
02/09/2016, $86.13, 25866630, $81.75, $88.4, $81.55
02/08/2016, $83.32, 25007100, $80.57, $84.7, $79.95
02/05/2016, $82.79, 25902100, $88.23, $88.95, $81.86
02/04/2016, $89.71, 19091590, $89.5, $91.25, $86.54
02/03/2016, $90.74, 27444120, $92.41, $92.69, $86.14
02/02/2016, $91.49, 21891050, $95.54, $96.65, $90.73
02/01/2016, $94.09, 19650570, $91.79, $97.18, $91.3
01/29/2016, $91.84, 20447090, $92, $94.39, $90.63
01/28/2016, $94.41, 24512180, $93.84, $95.25, $90.11
01/27/2016, $91.15, 25480410, $96.61, $97.8495, $90.59
01/26/2016, $97.83, 22050540, $99.74, $100.55, $94.85
01/25/2016, $99.12, 20279660, $99.78, $102.68, $99
01/22/2016, $100.72, 26783360, $104.723, $104.99, $99.22
01/21/2016, $102.35, 30955550, $108.32, $108.51, $102.1
01/20/2016, $107.74, 52944410, $108.91, $109.99, $97.0501
01/19/2016, $107.89, 35096370, $106.57, $110.14, $105.55
01/15/2016, $104.04, 19690630, $102.43, $105.5, $101.72
01/14/2016, $107.06, 23643610, $105.65, $109.25, $101.21
01/13/2016, $106.56, 24884940, $114.43, $114.48, $104.53
01/12/2016, $116.58, 15085830, $116.11, $117.78, $115.08
01/11/2016, $114.97, 21879520, $112.13, $116.79, $111.2
01/08/2016, $111.39, 18025770, $116.33, $117.72, $111.1
01/07/2016, $114.56, 33608880, $116.36, $122.18, $112.29
01/06/2016, $117.68, 32852210, $105.29, $117.91, $104.96
01/05/2016, $107.66, 17648620, $110.45, $110.58, $105.85
01/04/2016, $109.96, 20762780, $109, $110, $105.21
12/31/2015, $114.38, 9262658, $116.21, $117.46, $114.28
12/30/2015, $116.71, 8124238, $118.95, $119.02, $116.43
12/29/2015, $119.12, 8142303, $118.19, $119.6, $116.92
12/28/2015, $117.11, 8416823, $117.26, $117.35, $113.85
12/24/2015, $117.33, 3541403, $118.22, $118.8, $117.3
12/23/2015, $118.16, 9316271, $116.91, $118.56, $115.78
12/22/2015, $116.24, 9668180, $117.3, $117.43, $114.86
12/21/2015, $116.63, 11654460, $119.51, $119.59, $115.66
12/18/2015, $118.02, 17906510, $120.85, $122.19, $117.92
12/17/2015, $122.51, 17252230, $123.97, $126.35, $122.42
12/16/2015, $122.64, 13146370, $119.8, $123, $118.09
12/15/2015, $118.6, 11744030, $121.93, $123.3, $118.54
12/14/2015, $120.67, 18690270, $119.77, $120.9, $114.66
12/11/2015, $118.91, 16071210, $121.45, $123, $118.6
12/10/2015, $122.91, 13464370, $124.5, $125.21, $121.62
12/09/2015, $124.2, 17760240, $127.7, $128.78, $122.33
12/08/2015, $126.98, 18576050, $121.51, $128.24, $121.1
12/07/2015, $125.36, 23317450, $131.19, $133.27, $122.75
12/04/2015, $130.93, 20211300, $127, $130.99, $125.75
12/03/2015, $126.81, 26604200, $129.62, $132.2, $126.39
12/02/2015, $128.93, 24063230, $125.53, $131.35, $124.93
12/01/2015, $125.37, 12538210, $124.47, $125.57, $122.42
11/30/2015, $123.33, 13730870, $126.03, $126.6, $122.89
11/27/2015, $125.44, 6645484, $123.85, $126.39, $123.59
11/25/2015, $124.16, 10959350, $124.23, $125.2, $122.36
11/24/2015, $123.31, 18321110, $123.67, $124.66, $120.03
11/23/2015, $125.03, 15680530, $124.3, $126.2, $121.66
11/20/2015, $123.84, 17907720, $120.85, $124.07, $119.21
11/19/2015, $120.22, 19234530, $120.25, $123.13, $119.61
11/18/2015, $120.63, 23315480, $117.94, $121, $116.1
11/17/2015, $117.1, 32972310, $112.11, $118.79, $111.7
11/16/2015, $111.35, 19838510, $102.97, $111.65, $101.86
11/13/2015, $103.65, 18753710, $108.34, $109.07, $103.27
11/12/2015, $108.92, 17518680, $112.52, $115.25, $108.2
11/11/2015, $112.86, 11026990, $113.08, $114.61, $111.41
11/10/2015, $112.7, 11158460, $108.86, $112.84, $108.01
11/09/2015, $109.86, 16139500, $113.36, $114, $108.64
11/06/2015, $114.06, 10930360, $113.39, $114.8, $112.05
11/05/2015, $113.5, 13810900, $113.75, $115.68, $111.72
11/04/2015, $114.05, 17221470, $110.36, $114.28, $109.39
11/03/2015, $109.74, 12471030, $107.36, $111.05, $107.24
11/02/2015, $107.64, 11772660, $109.2, $109.37, $106.3
10/30/2015, $108.38, 15560860, $105.12, $110.1, $104.9
10/29/2015, $105.12, 9811500, $105, $106.91, $104.75
10/28/2015, $105.8, 13053230, $102.9, $106.21, $102.06
10/27/2015, $103.07, 12055890, $102.58, $104.72, $101.23
10/26/2015, $103.04, 12105110, $100.05, $103.31, $99.38
10/23/2015, $100.04, 17992370, $97.61, $101.56, $97.27
10/22/2015, $97.32, 12577620, $98.07, $99.93, $96.86
10/21/2015, $97.96, 13742920, $99.67, $100.34, $97.01
10/20/2015, $98.99, 17311710, $101.06, $102.11, $97.58
10/19/2015, $101.69, 29944840, $98.07, $103.62, $96.26
10/16/2015, $98.99, 21301690, $100.21, $101.65, $98.41
10/15/2015, $101.09, 48446610, $103.77, $104.88, $99.1
10/14/2015, $110.23, 30842330, $111.5, $111.63, $108.05
10/13/2015, $109.73, 17474730, $112.85, $113.72, $108.78
10/12/2015, $113.45, 12602390, $114.45, $115.42, $112.36
10/09/2015, $113.33, 22417220, $114.11, $115.83, $112.44
10/08/2015, $114.93, 42642850, $107.94, $115.05, $102.6
10/07/2015, $108.1, 12313850, $108.84, $109.78, $106.75
10/06/2015, $108.33, 20797800, $110.33, $112.25, $105.64
10/05/2015, $111.25, 21136430, $107.48, $112.28, $105.76
10/02/2015, $106.11, 21492320, $103.01, $106.87, $101.45
10/01/2015, $105.98, 17393750, $102.91, $106.11, $101.12
09/30/2015, $103.26, 16995160, $99.91, $103.46, $99.05
09/29/2015, $98.35, 17392530, $99.63, $100.63, $96.85
09/28/2015, $99.47, 16971150, $101.57, $103.3275, $97.8414
09/25/2015, $102.24, 19055380, $105.3, $105.4487, $101.57
09/24/2015, $103.76, 21210600, $97.11, $104, $96.78
09/23/2015, $98.07, 10252900, $98.6, $99.74, $97.66
09/22/2015, $98.47, 16694800, $98.29, $99.9, $97
09/21/2015, $100.3, 17868590, $103.3, $103.77, $99.5568
09/18/2015, $102.62, 21650810, $102, $104.36, $100.71
09/17/2015, $104.21, 25768300, $103.67, $107.5, $101.83
09/16/2015, $104.08, 27967180, $99.7, $104.48, $99.33
09/15/2015, $99.16, 22536440, $95.22, $99.65, $93.61
09/14/2015, $95.69, 15520270, $96.84, $97.91, $94.33
09/11/2015, $97.51, 17351030, $98.57, $100.85, $97.23
09/10/2015, $99.48, 21010380, $99.42, $100.85, $96.78
09/09/2015, $99.18, 35433880, $96.51, $102.79, $95.52
09/08/2015, $94.95, 43420420, $102.08, $102.5, $93.55
09/04/2015, $98.79, 24175260, $98.05, $99.928, $97.34
09/03/2015, $101.06, 29291720, $102.69, $104.17, $100.11
09/02/2015, $105.44, 39732710, $109.31, $109.5, $100.3
09/01/2015, $105.79, 35745230, $109.35, $111.24, $103.82
08/31/2015, $115.03, 16963370, $115.24, $117, $113.76
08/28/2015, $117.63, 20211990, $116.35, $119.35, $115.88
08/27/2015, $117.66, 36904220, $114.94, $118.25, $113.02
08/26/2015, $110.13, 36003580, $107.15, $110.28, $102.02
08/25/2015, $101.52, 37441020, $107.75, $107.88, $101.5
08/24/2015, $96.88, 59798140, $88.75, $109.63, $85.5
08/21/2015, $103.96, 33156230, $106.2, $110, $102.751
08/20/2015, $112.49, 27898760, $119.8, $121.45, $111.34
08/19/2015, $122.06, 10089710, $123.5, $123.7, $121.5
08/18/2015, $124.05, 9365646, $125.26, $126.749, $123.55
08/17/2015, $125.36, 9211682, $123.14, $125.7, $122.59
