Date, Close/Last, Volume, Open, High, Low
11/14/2018, $286.73, 16807390, $300.4, $301.84, $278.2969
11/13/2018, $294.4, 12117170, $295, $303.55, $289.1
11/12/2018, $294.07, 10886490, $300, $302.49, $290.63
11/09/2018, $303.47, 13463170, $311.07, $312.98, $298.01
11/08/2018, $317.92, 11008020, $328, $332.0499, $316.6103
11/07/2018, $327.5, 13308030, $312.9, $328.56, $311
11/06/2018, $310.84, 9659785, $314.76, $320.22, $305.3
11/05/2018, $315.44, 10247430, $311.1, $317.53, $303.74
11/02/2018, $309.1, 13356130, $318, $321.88, $308.33
11/01/2018, $317.38, 15031690, $304.59, $318.45, $296.67
10/31/2018, $301.78, 20092970, $297.77, $311.5, $295.05
10/30/2018, $285.81, 23622680, $275.57, $290.525, $271.2093
10/29/2018, $284.84, 21662320, $305.26, $307.89, $275.4
10/26/2018, $299.83, 19591690, $300.51, $313.99, $292.3
10/25/2018, $312.87, 13285040, $307.12, $319.94, $305.25
10/24/2018, $301.83, 18926130, $332.28, $333, $300.73
10/23/2018, $333.16, 14880870, $318, $336.58, $316.77
10/22/2018, $329.54, 17081350, $333.1, $335.8, $320.34
10/19/2018, $332.67, 16696220, $351, $355.8, $332.2
10/18/2018, $346.71, 18067760, $360.673, $362.2, $346.05
10/17/2018, $364.7, 32564190, $378.33, $380, $356.5
10/16/2018, $346.4, 19670560, $337.24, $347.95, $330.555
10/15/2018, $333.13, 11177510, $337.63, $339.2057, $326.93
10/12/2018, $339.56, 14806860, $339.57, $341.3, $328.9
10/11/2018, $321.1, 16020690, $324.94, $334.2, $315.81
10/10/2018, $325.89, 17063660, $353.52, $355.15, $325.39
10/09/2018, $355.71, 8730976, $348.48, $358.72, $347.09
10/08/2018, $349.1, 12367510, $345.18, $352.945, $338.11
10/05/2018, $351.35, 13512410, $359.77, $363.5, $343
10/04/2018, $363.65, 9052362, $375.88, $375.92, $360.4
10/03/2018, $377.05, 5791686, $378.53, $380.93, $374.881
10/02/2018, $377.14, 8620881, $384.38, $386.7999, $373.83
10/01/2018, $381.43, 8339887, $375.85, $386.11, $375.59
09/28/2018, $374.13, 7104066, $379.24, $380.8, $373.73
09/27/2018, $380.71, 7295123, $379.87, $383.2, $376
09/26/2018, $377.88, 13540220, $373.59, $382, $370.88
09/25/2018, $369.43, 6775710, $370.23, $371.34, $364.492
09/24/2018, $369.61, 9284561, $359, $373.64, $354.33
09/21/2018, $361.19, 11894650, $366.59, $372.22, $360.74
09/20/2018, $365.36, 6756310, $370.26, $370.26, $363.17
09/19/2018, $366.96, 11842150, $373.95, $377.61, $359.17
09/18/2018, $367.65, 10387420, $353.67, $368.15, $351.56
09/17/2018, $350.35, 7017306, $364.22, $367.33, $349.57
09/14/2018, $364.56, 4735893, $368.55, $371.09, $363.46
09/13/2018, $368.15, 8349938, $371.91, $374.09, $366.84
09/12/2018, $369.95, 10360140, $359.08, $370.43, $356.24
09/11/2018, $355.93, 6190391, $344.67, $356.15, $343.9001
09/10/2018, $348.41, 5732200, $352.27, $352.5, $343.08
09/07/2018, $348.68, 9094700, $342.2, $355.75, $341.25
09/06/2018, $346.46, 13029930, $347.44, $356, $341.99
09/05/2018, $341.18, 13072940, $360, $363.39, $335.83
09/04/2018, $363.6, 7590605, $366.47, $368.88, $361.26
08/31/2018, $367.68, 7918045, $370.66, $376, $367.0766
08/30/2018, $370.98, 10969500, $365, $376.8085, $363.54
08/29/2018, $368.04, 8103592, $367.2, $369.86, $362.91
08/28/2018, $368.49, 9190409, $367.23, $369.99, $360.38
08/27/2018, $364.58, 17371910, $367.145, $374.49, $360
08/24/2018, $358.82, 14705630, $346, $359.15, $344.541
08/23/2018, $339.17, 11312170, $348.11, $350.08, $337.65
08/22/2018, $344.44, 8912548, $338.49, $346.21, $337.406
08/21/2018, $338.02, 14501880, $331, $341.5, $329.7
08/20/2018, $327.73, 13564480, $314.64, $331.6, $310.928
08/17/2018, $316.78, 10370280, $319.01, $324.365, $312.96
08/16/2018, $322.44, 6674219, $329.9, $331.17, $321.2138
08/15/2018, $326.4, 11746500, $334.03, $335.4962, $321
08/14/2018, $337.49, 5791723, $342.09, $342.41, $336.25
08/13/2018, $341.31, 6884455, $339.89, $347.19, $339.07
08/10/2018, $345.87, 4327581, $346.91, $349.1, $344.4233
08/09/2018, $349.36, 4680889, $347.96, $352.439, $345.8157
08/08/2018, $347.61, 5392715, $352.21, $352.29, $346.61
08/07/2018, $351.83, 7952555, $353.23, $357.31, $349.01
08/06/2018, $350.92, 8186587, $342.865, $351.98, $341.74
08/03/2018, $343.09, 8836308, $347.75, $347.86, $338.4768
08/02/2018, $344.5, 7111670, $337.23, $345, $334.71
08/01/2018, $338.38, 7761986, $335.87, $344.41, $334.02
07/31/2018, $337.45, 14039440, $331.51, $342.5, $328
07/30/2018, $334.96, 18227810, $351.93, $352.03, $334.0201
07/27/2018, $355.21, 8938523, $366.85, $367, $351.65
07/26/2018, $363.09, 6961506, $358.19, $365.54, $356.625
07/25/2018, $362.87, 8382441, $357.57, $363.28, $355.65
07/24/2018, $357.32, 12829360, $366.94, $367.4, $354.56
07/23/2018, $362.66, 11463490, $359.145, $363.9, $353.6
07/20/2018, $361.05, 15089420, $364.92, $370.5, $360.14
07/19/2018, $364.23, 16829630, $371.06, $375.749, $363
07/18/2018, $375.13, 21706840, $381.24, $383.13, $372.3552
07/17/2018, $379.48, 58303640, $346.95, $385, $344
07/16/2018, $400.48, 22225460, $398.98, $403.355, $391.75
07/13/2018, $395.8, 15695110, $409.19, $410, $395.081
07/12/2018, $413.5, 12703940, $415.155, $416.79, $407.8
07/11/2018, $418.65, 9635060, $411.34, $419.77, $410.6
07/10/2018, $415.63, 9205902, $417.24, $419.44, $413.08
07/09/2018, $418.97, 11091340, $415.95, $419.12, $411.1
07/06/2018, $408.25, 8568382, $397.45, $408.6495, $395.5225
07/05/2018, $398.39, 8418116, $393.8, $399.24, $390.86
07/03/2018, $390.52, 5280344, $399.49, $399.98, $389.5
07/02/2018, $398.18, 8125655, $385.45, $398.38, $380
06/29/2018, $391.43, 9228678, $399.19, $401.3299, $390.55
06/28/2018, $395.42, 12202630, $395, $396.9, $387.1
06/27/2018, $390.39, 16495200, $407.56, $411.5865, $390
06/26/2018, $399.39, 15165630, $393.28, $404.78, $389.05
06/25/2018, $384.48, 22458240, $404.69, $405.99, $378.75
06/22/2018, $411.09, 10410580, $419.98, $420.5, $409.651
06/21/2018, $415.44, 18048570, $421.38, $423.2056, $406.3701
06/20/2018, $416.76, 16453370, $415.15, $419.4675, $409.6
06/19/2018, $404.98, 16673810, $389.5, $405.29, $388.5
06/18/2018, $390.4, 6800984, $387.72, $393.16, $386.5
06/15/2018, $391.98, 13569210, $390.71, $398.86, $387.51
06/14/2018, $392.87, 14549540, $384.27, $395.03, $383.25
06/13/2018, $379.93, 18186020, $367.53, $384.2537, $364.11
06/12/2018, $363.83, 4220072, $363.6, $365.98, $362
06/11/2018, $361.45, 4415776, $361.88, $365.67, $360.91
06/08/2018, $360.57, 5222873, $358.06, $362.39, $356.25
06/07/2018, $361.4, 8260323, $368.54, $368.7, $357.8
06/06/2018, $367.45, 7700033, $367.7848, $369.6799, $363.33
06/05/2018, $365.8, 8346886, $363.32, $369.83, $361.4124
06/04/2018, $361.81, 7662865, $362.685, $363, $355.51
06/01/2018, $359.93, 7102421, $353.88, $359.99, $352.82
05/31/2018, $351.6, 6906813, $353.8, $355.53, $350.21
05/30/2018, $353.54, 5658169, $352.37, $354, $349.26
05/29/2018, $349.73, 9700413, $351.5, $356.1, $346.71
05/25/2018, $351.29, 7801602, $349.9, $354.36, $348.83
05/24/2018, $349.29, 14493130, $344.34, $354, $341.12
05/23/2018, $344.72, 10021210, $329.04, $345, $328.09
05/22/2018, $331.62, 5916643, $334.05, $336.63, $331.15
05/21/2018, $331.82, 6596446, $327.11, $331.88, $325.45
05/18/2018, $324.18, 3574961, $324.9, $326.42, $322.8
05/17/2018, $325.22, 4927856, $327.53, $330.45, $323.1734
05/16/2018, $328.19, 3664326, $326.28, $329.72, $325.14
05/15/2018, $326.13, 4739263, $325.94, $326.94, $322.434
05/14/2018, $328.53, 4086250, $327.25, $330.5038, $327.04
05/11/2018, $326.46, 4584430, $329.65, $331.26, $324.87
05/10/2018, $329.6, 5232784, $331.5, $332.055, $327.3438
05/09/2018, $330.3, 5623407, $328.79, $331.95, $327.51
05/08/2018, $326.89, 4694953, $325.9, $327.348, $323.05
05/07/2018, $326.26, 7121198, $321.9947, $329.0234, $319.34
05/04/2018, $320.09, 8204203, $308.71, $320.98, $307.67
05/03/2018, $311.69, 6037386, $312.59, $312.59, $305.73
05/02/2018, $313.36, 5577613, $311.65, $317.1, $310.4034
05/01/2018, $313.3, 6014838, $310.36, $313.48, $306.69
04/30/2018, $312.46, 6066764, $311.07, $317.88, $310.118
04/27/2018, $311.76, 7070118, $316.25, $317.45, $306.5
04/26/2018, $313.98, 9223707, $310, $316.63, $305.58
04/25/2018, $305.76, 14763940, $306.37, $309.98, $292.615
04/24/2018, $307.02, 13873450, $319.217, $320.249, $302.31
04/23/2018, $318.69, 8871631, $329.15, $331.22, $317.08
04/20/2018, $327.77, 9116941, $332.22, $336.51, $326
04/19/2018, $332.7, 8420032, $332.88, $335.31, $326.77
04/18/2018, $334.52, 11175190, $336.3, $338.82, $331.1
04/17/2018, $336.06, 33811180, $329.66, $338.62, $323.77
04/16/2018, $307.78, 19782250, $315.99, $316.1, $304
04/13/2018, $311.65, 12001850, $317.29, $317.49, $308.23
04/12/2018, $309.25, 10206660, $309.719, $311.13, $306.75
04/11/2018, $303.67, 14839040, $302.885, $311.64, $301.82
04/10/2018, $298.07, 10669840, $297.68, $298.95, $291.69
04/09/2018, $289.93, 9833068, $291.77, $299.55, $289.12
04/06/2018, $288.85, 11362890, $289.1, $298.85, $285.65
04/05/2018, $293.97, 10569180, $293.15, $299.16, $289.11
04/04/2018, $288.94, 12892670, $273.63, $290.31, $271.2239
04/03/2018, $283.67, 12669270, $285.45, $291.25, $278.01
04/02/2018, $280.29, 13343310, $291.94, $292.87, $275.05
03/29/2018, $295.35, 19115850, $287, $295.35, $275.9
03/28/2018, $285.77, 18949520, $298.39, $298.8, $281.61
03/27/2018, $300.69, 12028240, $322.49, $322.9, $297
03/26/2018, $320.35, 11970640, $309.36, $321.03, $302
03/23/2018, $300.94, 9504181, $307.41, $310.73, $300.36
03/22/2018, $306.7, 7959714, $313.07, $314.12, $305.66
03/21/2018, $316.48, 5061869, $316.35, $319.4, $314.511
03/20/2018, $317.5, 5983240, $313.26, $319.5, $312.8
03/19/2018, $313.48, 9844201, $315.8, $317, $307.34
03/16/2018, $318.45, 7315268, $321.42, $324.11, $318.37
03/15/2018, $321.09, 5465467, $323.17, $323.4, $318.14
03/14/2018, $321.55, 10463840, $318.16, $323.88, $317.7
03/13/2018, $315.88, 12878750, $323.87, $325.8409, $313.278
03/12/2018, $321.3, 20277420, $333.56, $333.98, $318.6
03/09/2018, $331.44, 14320240, $321.33, $331.44, $320.23
03/08/2018, $317, 11366700, $322.2, $322.9176, $314.13
03/07/2018, $321.16, 17110740, $320, $323.74, $314.55
03/06/2018, $325.22, 18245450, $319.88, $325.79, $316.5
03/05/2018, $315, 18957770, $302.85, $316.91, $297.6
03/02/2018, $301.05, 13278500, $284.65, $301.18, $283.23
03/01/2018, $290.39, 11892990, $292.75, $295.25, $283.83
02/28/2018, $291.38, 7501444, $293.1, $295.75, $290.78
02/27/2018, $290.61, 9247414, $294.77, $297.36, $290.59
02/26/2018, $294.16, 10256830, $288.75, $295.6475, $287.01
02/23/2018, $285.93, 7292789, $281, $286, $277.81
02/22/2018, $278.14, 8878337, $283.88, $284.5, $274.45
02/21/2018, $281.04, 9348109, $282.07, $286.64, $280.01
02/20/2018, $278.55, 7754759, $277.74, $285.812, $276.61
02/16/2018, $278.52, 8302883, $278.73, $281.96, $275.69
02/15/2018, $280.27, 10724010, $270.03, $280.5, $267.63
02/14/2018, $266, 10948740, $260.47, $269.88, $260.33
02/13/2018, $258.27, 6805745, $257.29, $261.41, $254.7
02/12/2018, $257.95, 8518564, $252.14, $259.15, $249
02/09/2018, $249.47, 16899060, $253.85, $255.7999, $236.11
02/08/2018, $250.1, 9267707, $267.08, $267.62, $250
02/07/2018, $264.56, 8729209, $266.58, $272.45, $264.325
02/06/2018, $265.72, 12412240, $247.7, $266.7, $245
02/05/2018, $254.26, 11816490, $262, $267.899, $250.03
02/02/2018, $267.43, 9030600, $263, $270.62, $262.71
02/01/2018, $265.07, 9651161, $266.41, $271.95, $263.38
01/31/2018, $270.3, 11653530, $281.94, $282.289, $269.58
01/30/2018, $278.8, 12055820, $277, $282.73, $272.7
01/29/2018, $284.59, 17377340, $274.2, $286.81, $273.92
01/26/2018, $274.6, 10932370, $271.485, $274.6, $268.76
01/25/2018, $269.7, 15311560, $263, $272.3, $260.23
01/24/2018, $261.3, 17193780, $250.88, $261.71, $249.311
01/23/2018, $250.29, 27637170, $255.05, $257.71, $248.02
01/22/2018, $227.58, 17128090, $222, $227.785, $221.2
01/19/2018, $220.46, 10356210, $222.75, $223.49, $218.5
01/18/2018, $220.33, 8212094, $220.34, $220.58, $216.55
01/17/2018, $217.5, 9070403, $221, $221.15, $216.32
01/16/2018, $221.53, 13495260, $224.24, $226.07, $217.2
01/12/2018, $221.23, 8190531, $217.18, $222.55, $216
01/11/2018, $217.24, 6988980, $214.29, $217.75, $213.35
01/10/2018, $212.52, 5948247, $207.57, $213.64, $206.91
01/09/2018, $209.31, 6111640, $212.11, $212.98, $208.59
01/08/2018, $212.05, 5550909, $210.02, $212.5, $208.44
01/05/2018, $209.99, 7003241, $207.25, $210.02, $205.59
01/04/2018, $205.63, 6019937, $206.2, $207.05, $204.0006
01/03/2018, $205.05, 8585808, $202.05, $206.21, $201.5
01/02/2018, $201.07, 10891830, $196.1, $201.65, $195.42
12/29/2017, $191.96, 5180539, $192.51, $193.95, $191.22
12/28/2017, $192.71, 10097040, $187.18, $194.49, $186.85
12/27/2017, $186.24, 3990782, $187.8, $188.1, $185.22
12/26/2017, $187.76, 3044444, $189.78, $189.94, $186.4
12/22/2017, $189.94, 3772823, $188.33, $190.95, $186.8
12/21/2017, $188.62, 3548372, $189.44, $190.95, $187.58
12/20/2017, $188.82, 6408432, $187.94, $189.11, $185.26
12/19/2017, $187.02, 7025428, $190.18, $190.2981, $185.75
12/18/2017, $190.42, 5007915, $191.2, $191.65, $188.9
12/15/2017, $190.12, 7272899, $189.61, $191.43, $188.01
12/14/2017, $189.56, 7758883, $187.98, $192.64, $187.2
12/13/2017, $187.86, 4702165, $186.1, $188.69, $185.41
12/12/2017, $185.73, 4165826, $186.01, $187.85, $184.8183
12/11/2017, $186.22, 5253442, $187.85, $189.42, $185.91
12/08/2017, $188.54, 4964188, $186.5, $189.42, $186.3
12/07/2017, $185.2, 4656700, $185.71, $187.34, $183.22
12/06/2017, $185.3, 5355126, $183.38, $186.4844, $182.88
12/05/2017, $184.21, 5781783, $183.5, $188.14, $181.19
12/04/2017, $184.04, 9066897, $189.36, $189.72, $178.38
12/01/2017, $186.82, 6216025, $186.99, $189.8, $185
11/30/2017, $187.58, 6615516, $190.31, $190.86, $186.68
11/29/2017, $188.15, 14180450, $198.91, $199.029, $184.32
11/28/2017, $199.18, 6975416, $195.34, $199.68, $194.01
11/27/2017, $195.05, 3200207, $195.56, $195.85, $194
11/24/2017, $195.75, 2160535, $196.65, $196.9, $195.33
11/22/2017, $196.32, 5892321, $196.58, $196.75, $193.63
11/21/2017, $196.23, 4618281, $195.04, $197.52, $194.971
11/20/2017, $194.1, 3748824, $193.3, $194.32, $191.9
11/17/2017, $193.2, 3902383, $195.74, $195.95, $192.65
11/16/2017, $195.51, 5669799, $194.33, $197.7, $193.75
11/15/2017, $192.12, 4198868, $194.54, $195.42, $191.53
11/14/2017, $195.71, 3440382, $193.64, $195.88, $193
11/13/2017, $195.08, 4605285, $191.12, $196.05, $191
11/10/2017, $192.02, 6619613, $191.61, $192.59, $189.5
11/09/2017, $193.9, 5959214, $194.46, $194.49, $190.81
11/08/2017, $196.44, 4233343, $196, $197.09, $194.74
11/07/2017, $195.89, 6460587, $200, $200.61, $194.8
11/06/2017, $200.13, 5845181, $200, $202.48, $198.09
11/03/2017, $200.01, 3676766, $199.8, $200.55, $197.99
11/02/2017, $199.32, 3596049, $197.45, $199.44, $197.0901
11/01/2017, $198, 5007021, $197.24, $199.199, $196
10/31/2017, $196.43, 5511925, $198.21, $198.59, $195.218
10/30/2017, $198.37, 5434844, $199.62, $201.099, $197.0721
10/27/2017, $199.54, 8122338, $197.2, $200.65, $196.22
10/26/2017, $195.21, 5173212, $194.66, $197.61, $194.08
10/25/2017, $193.77, 5313036, $195.38, $197.055, $193.01
10/24/2017, $196.02, 7052166, $192.75, $196.735, $191.4
10/23/2017, $192.47, 6975651, $194.17, $194.8999, $191.0346
10/20/2017, $194.16, 5989595, $195.9, $196.38, $193.77
10/19/2017, $195.13, 7030873, $193.01, $195.25, $191.16
10/18/2017, $195.54, 11188190, $199.99, $200.01, $194.25
10/17/2017, $199.48, 23855850, $200.11, $204.38, $197.77
10/16/2017, $202.68, 21777940, $201.95, $202.83, $197.86
10/13/2017, $199.49, 12046030, $199.7, $200.8199, $197.1866
10/12/2017, $195.86, 7765111, $196.75, $198.62, $194.71
10/11/2017, $194.95, 6438060, $195.57, $196.2199, $193.81
10/10/2017, $195.08, 6231196, $197.85, $198.3, $192.1
10/09/2017, $196.87, 6966384, $199.1, $199.4, $196.56
10/06/2017, $198.02, 15253890, $194.3, $198.92, $192.05
10/05/2017, $194.39, 19360960, $185.65, $194.49, $184.49
10/04/2017, $184.45, 9190513, $181.41, $186.7, $181.25
10/03/2017, $179.19, 3952185, $177.65, $179.7, $177.55
10/02/2017, $177.01, 7335949, $182.11, $182.8, $176.58
09/29/2017, $181.35, 4221112, $180.73, $182.9, $180.65
09/28/2017, $180.7, 4074395, $181.25, $181.95, $179.36
09/27/2017, $181.97, 4988515, $181.01, $183.34, $180.7
09/26/2017, $179.38, 5599875, $180.7, $180.95, $176.55
09/25/2017, $178.55, 9359710, $186.46, $186.55, $177.7
09/22/2017, $187.35, 5456048, $188.4, $189.85, $186.39
09/21/2017, $188.78, 7141660, $185.82, $189.95, $184.51
09/20/2017, $185.51, 4613591, $186.1, $186.5, $183.2
09/19/2017, $185.68, 4963088, $184.98, $186.23, $184.17
09/18/2017, $184.62, 5355228, $183.61, $185.45, $182.73
09/15/2017, $182.35, 5577062, $182.73, $184.93, $181.43
09/14/2017, $182.63, 4500701, $183.25, $185.2882, $182.07
09/13/2017, $183.64, 4312431, $184.07, $184.4995, $182.55
09/12/2017, $185.15, 6681405, $182.55, $185.33, $180.6435
09/11/2017, $181.74, 5974055, $178.1, $182.47, $178.03
09/08/2017, $176.42, 4589146, $178.45, $180.39, $176.25
09/07/2017, $179, 6015599, $178.8, $180.35, $177.1
09/06/2017, $179.25, 8736860, $175.25, $179.46, $173.73
09/05/2017, $174.52, 4595245, $173.4, $175.88, $172.44
09/01/2017, $174.74, 3810598, $175.55, $176.48, $173.92
08/31/2017, $174.71, 6931894, $175.45, $176.24, $173.86
08/30/2017, $174.69, 8026646, $169.5, $174.85, $169.37
08/29/2017, $168.81, 4615061, $165, $169.68, $164.73
08/28/2017, $167.12, 3644835, $166.43, $168.67, $165.6
08/25/2017, $165.95, 4060283, $168.58, $168.75, $165.5
08/24/2017, $168.13, 5358588, $169.86, $171.2363, $166.15
08/23/2017, $169.06, 4630286, $168.35, $169.64, $166.7
08/22/2017, $169.34, 4881545, $167.76, $169.93, $167.04
08/21/2017, $166.76, 6475177, $166.91, $168.99, $164.23
08/18/2017, $166.54, 7382033, $165.95, $169.97, $165.8
08/17/2017, $166.09, 5192068, $169.23, $170.58, $165.72
08/16/2017, $169.98, 7008791, $167.5, $170.5, $166.25
08/15/2017, $168.5, 5531580, $171.53, $171.88, $168.25
08/14/2017, $171, 7463217, $169.8, $172.45, $168.8
08/11/2017, $171.4, 5020823, $169.86, $172.58, $169
08/10/2017, $169.14, 9622203, $174.03, $174.45, $167.6
08/09/2017, $175.78, 9658249, $171.43, $175.96, $170.01
08/08/2017, $178.36, 5951139, $181.37, $181.91, $177.45
08/07/2017, $181.33, 4607985, $181, $182.27, $179.1
08/04/2017, $180.27, 4488247, $179.6, $181, $178.5
08/03/2017, $179.23, 4621346, $180.53, $181.2248, $178.02
08/02/2017, $180.74, 5759754, $182.22, $182.57, $177.8149
08/01/2017, $182.03, 5057534, $182.49, $184.62, $181.43
07/31/2017, $181.66, 4865555, $184.26, $184.9738, $180.65
07/28/2017, $184.04, 6200163, $182, $185.03, $181.18
07/27/2017, $182.68, 11215160, $189.89, $190, $179.38
07/26/2017, $189.08, 4463927, $187.7, $189.7043, $187.51
07/25/2017, $186.97, 5370777, $187.79, $188.66, $185.81
07/24/2017, $187.91, 8787797, $188.685, $190.25, $187.01
07/21/2017, $188.54, 9258337, $182.72, $191.5, $182.71
07/20/2017, $183.6, 7873110, $183.84, $185.92, $182.7
07/19/2017, $183.86, 17240990, $182.97, $187.17, $181.75
07/18/2017, $183.6, 41525590, $176.12, $185, $174.24
07/17/2017, $161.7, 16681910, $162.91, $163.55, $160.0201
07/14/2017, $161.12, 5520100, $159.3, $161.35, $157.97
07/13/2017, $158.21, 6694418, $158.51, $160.13, $156.98
07/12/2017, $158.75, 8283452, $155.77, $158.8, $155.77
07/11/2017, $154.33, 4887326, $152.37, $155.23, $151.55
07/10/2017, $152.67, 5201728, $150.34, $153.23, $149.65
07/07/2017, $150.18, 5494083, $146.65, $150.75, $146.65
07/06/2017, $146.25, 5483358, $146.13, $147.27, $144.25
07/05/2017, $147.61, 4621712, $146.58, $148.26, $145.58
07/03/2017, $146.17, 3908215, $149.8, $150.45, $145.8
06/30/2017, $149.41, 5210381, $149.76, $150.71, $148.42
06/29/2017, $150.09, 7140247, $152.82, $152.82, $148
06/28/2017, $153.41, 5585346, $151.64, $154.2, $150.12
06/27/2017, $151.03, 7418109, $156.62, $156.9775, $150.7197
06/26/2017, $157.5, 6008732, $158.78, $159.97, $156.56
06/23/2017, $158.02, 6248042, $155.01, $158.19, $153.76
06/22/2017, $154.89, 3765517, $155.13, $155.2, $153.7
06/21/2017, $155.03, 5795132, $152.5, $155.38, $152.26
06/20/2017, $152.05, 4876683, $153.68, $154.5, $151.4
06/19/2017, $153.4, 6523551, $154.29, $155.58, $152.41
06/16/2017, $152.38, 6807227, $151.45, $153.53, $150.39
06/15/2017, $151.76, 7001046, $149.44, $152.56, $147.3
06/14/2017, $152.2, 6452765, $154.34, $155.615, $150.28
06/13/2017, $152.72, 8475433, $154.38, $155.68, $150.13
06/12/2017, $151.44, 14093750, $155.3, $155.53, $148.31
06/09/2017, $158.03, 10284740, $166.27, $166.27, $154.5
06/08/2017, $165.88, 3702747, $166.12, $166.87, $164.84
06/07/2017, $165.61, 3350386, $165.6, $166.4, $164.4086
06/06/2017, $165.17, 4372886, $164.95, $166.82, $164.51
06/05/2017, $165.06, 3869108, $165.49, $165.5, $163.43
06/02/2017, $165.18, 4254060, $163.42, $165.36, $162.8
06/01/2017, $162.99, 3886772, $163.52, $163.9316, $161.7
05/31/2017, $163.07, 5340487, $163.61, $164, $160.74
05/30/2017, $163.22, 4824557, $163.6, $164.75, $162.71
05/26/2017, $162.43, 4827059, $162.84, $163.05, $161.12
05/25/2017, $163.05, 8546534, $161, $164.1, $160.55
05/24/2017, $157.75, 2987583, $158.35, $158.48, $157.17
05/23/2017, $157.95, 3366049, $157.75, $158.31, $156.8
05/22/2017, $157.16, 3736670, $157.86, $158.6, $156.43
05/19/2017, $157.02, 4066231, $156.15, $158.05, $155.91
05/18/2017, $155.7, 6285353, $153.61, $156.89, $153.24
05/17/2017, $153.2, 8163606, $158.09, $158.78, $153
05/16/2017, $159.41, 3453054, $160.5, $161.18, $159.33
05/15/2017, $160.02, 4962525, $160.25, $161.78, $159.76
05/12/2017, $160.81, 5090191, $159.11, $160.84, $158.51
05/11/2017, $158.54, 5674144, $160.33, $160.52, $157.55
05/10/2017, $160.28, 6861501, $157.82, $161.1, $156.56
05/09/2017, $157.46, 3908571, $156.1, $157.85, $155.97
05/08/2017, $156.38, 4815698, $156.55, $157.64, $155.3
05/05/2017, $156.6, 5323438, $158.55, $158.59, $155.9
05/04/2017, $157.25, 5556821, $155.59, $157.9, $154.55
05/03/2017, $155.59, 3926516, $156.29, $156.54, $154.88
05/02/2017, $156.45, 5095295, $155.76, $156.5, $154.61
05/01/2017, $155.35, 9015042, $151.91, $157.7, $151.61
04/28/2017, $152.2, 6359327, $152.71, $152.97, $150.94
04/27/2017, $153.08, 7706060, $150.6, $153.49, $149.3
04/26/2017, $150.17, 9262866, $151.53, $152.15, $148.9
04/25/2017, $152.16, 20655120, $147.46, $153.52, $146.22
04/24/2017, $143.83, 4792932, $143.61, $144.5, $143.4
04/21/2017, $142.87, 6246613, $141.39, $143.03, $140.9028
04/20/2017, $141.18, 7244579, $140.3, $141.8, $139.27
04/19/2017, $139.76, 12387400, $143.37, $144, $138.66
04/18/2017, $143.36, 19662640, $147.34, $147.4, $140
04/17/2017, $147.25, 15993460, $144.43, $147.32, $144.43
04/13/2017, $142.92, 3676127, $144.25, $144.55, $142.76
04/12/2017, $143.83, 4383524, $144.85, $145.74, $143.55
04/11/2017, $144.35, 4619263, $144.28, $144.54, $141.98
04/10/2017, $143.85, 5796446, $143.04, $144.65, $141.21
04/07/2017, $143.11, 3032571, $143.79, $143.89, $142.71
04/06/2017, $143.74, 3306032, $144, $144.14, $143.01
04/05/2017, $143.62, 4584578, $146.19, $146.25, $143.26
04/04/2017, $145.5, 4345284, $146.84, $147.09, $144.89
04/03/2017, $146.92, 4604731, $146.7, $148.005, $145.74
03/31/2017, $147.81, 3880682, $148, $148.225, $147.33
03/30/2017, $148.06, 4452168, $146.81, $148.29, $146.53
03/29/2017, $146.47, 3847977, $145.5, $147.18, $144.9089
03/28/2017, $145.17, 4636300, $144.1, $146.11, $143.92
03/27/2017, $144.06, 4768197, $140.83, $144.39, $140
03/24/2017, $142.02, 3545875, $142.36, $142.8, $141.58
03/23/2017, $141.84, 3703193, $142.14, $142.89, $141.26
03/22/2017, $142.65, 6474086, $142.545, $143.8, $140.76
03/21/2017, $142.42, 7655386, $146.75, $147.7, $142.1
03/20/2017, $145.83, 3396361, $145.45, $146.25, $144.58
03/17/2017, $145.11, 6216640, $144.05, $145.76, $143.4
03/16/2017, $144.39, 5277214, $145.5, $146.5, $144.22
03/15/2017, $145.25, 5984101, $144.2, $145.52, $143.23
03/14/2017, $143.19, 4656787, $142.95, $143.31, $141.7
03/13/2017, $143.52, 4915057, $140.9, $143.71, $140.321
03/10/2017, $140.89, 3315903, $141.39, $141.8, $140.28
03/09/2017, $140.53, 2647374, $140.04, $141.24, $139.74
03/08/2017, $140.32, 4088940, $141.47, $142.06, $139.7704
03/07/2017, $141.43, 4239418, $141.99, $142.4, $140.38
03/06/2017, $141.94, 7111248, $141, $142.84, $140.54
03/03/2017, $139.14, 5400667, $139.69, $140.91, $138.26
03/02/2017, $139.53, 6114580, $142.15, $142.7, $139.09
03/01/2017, $142.65, 4167969, $142.84, $143.26, $142.1
02/28/2017, $142.13, 3860016, $143.3, $143.57, $141.85
02/27/2017, $143.41, 3905819, $143.12, $143.92, $142.38
02/24/2017, $143.25, 3299619, $141.88, $143.56, $141.55
02/23/2017, $142.78, 4665564, $144.45, $144.49, $141.5196
02/22/2017, $143.86, 3478736, $142.92, $144, $142.17
02/21/2017, $142.6, 3563209, $142.99, $143.38, $141.81
02/17/2017, $142.22, 4585496, $141.75, $142.9, $141.27
